;FILENAME;URL;TYPE;FICHIER;MASQUE;LUMINOSITE;LUMINOSITE-CORR;CONTRASTE;CONTRASTE-CORR
5530;Lung_Opacity-1915;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-1915.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-1915.png;;;;
5552;Lung_Opacity-1937;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-1937.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-1937.png;;;;
5575;Lung_Opacity-1960;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-1960.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-1960.png;;;;
5633;Lung_Opacity-2018;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2018.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2018.png;;;;
5667;Lung_Opacity-2052;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2052.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2052.png;;;;
5673;Lung_Opacity-2058;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2058.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2058.png;;;;
5717;Lung_Opacity-2102;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2102.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2102.png;;;;
5814;Lung_Opacity-2199;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2199.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2199.png;;;;
5873;Lung_Opacity-2258;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2258.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2258.png;;;;
5878;Lung_Opacity-2263;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2263.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2263.png;;;;
5898;Lung_Opacity-2283;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2283.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2283.png;;;;
5905;Lung_Opacity-2290;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2290.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2290.png;;;;
5922;Lung_Opacity-2307;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2307.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2307.png;;;;
5999;Lung_Opacity-2384;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2384.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2384.png;;;;
6012;Lung_Opacity-2397;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2397.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2397.png;;;;
6037;Lung_Opacity-2422;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2422.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2422.png;;;;
6059;Lung_Opacity-2444;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2444.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2444.png;;;;
6072;Lung_Opacity-2457;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2457.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2457.png;;;;
6083;Lung_Opacity-2468;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2468.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2468.png;;;;
6089;Lung_Opacity-2474;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2474.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2474.png;;;;
6119;Lung_Opacity-2504;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2504.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2504.png;;;;
6124;Lung_Opacity-2509;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2509.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2509.png;;;;
6126;Lung_Opacity-2511;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2511.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2511.png;;;;
6127;Lung_Opacity-2512;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2512.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2512.png;;;;
6129;Lung_Opacity-2514;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2514.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2514.png;;;;
6131;Lung_Opacity-2516;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2516.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2516.png;;;;
6163;Lung_Opacity-2548;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2548.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2548.png;;;;
6199;Lung_Opacity-2584;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2584.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2584.png;;;;
6202;Lung_Opacity-2587;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2587.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2587.png;;;;
6217;Lung_Opacity-2602;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2602.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2602.png;;;;
6229;Lung_Opacity-2614;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2614.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2614.png;;;;
6295;Lung_Opacity-2680;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2680.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2680.png;;;;
6323;Lung_Opacity-2708;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2708.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2708.png;;;;
6392;Lung_Opacity-2777;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2777.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2777.png;;;;
6434;Lung_Opacity-2819;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2819.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2819.png;;;;
6442;Lung_Opacity-2827;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2827.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2827.png;;;;
6486;Lung_Opacity-2871;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2871.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2871.png;;;;
6533;Lung_Opacity-2918;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2918.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2918.png;;;;
6542;Lung_Opacity-2927;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2927.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2927.png;;;;
6563;Lung_Opacity-2948;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2948.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2948.png;;;;
6569;Lung_Opacity-2954;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2954.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2954.png;;;;
6596;Lung_Opacity-2981;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-2981.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-2981.png;;;;
6736;Lung_Opacity-3121;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3121.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3121.png;;;;
6771;Lung_Opacity-3156;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3156.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3156.png;;;;
6883;Lung_Opacity-3268;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3268.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3268.png;;;;
6938;Lung_Opacity-3323;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3323.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3323.png;;;;
6944;Lung_Opacity-3329;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3329.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3329.png;;;;
6948;Lung_Opacity-3333;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3333.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3333.png;;;;
6953;Lung_Opacity-3338;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3338.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3338.png;;;;
6954;Lung_Opacity-3339;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3339.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3339.png;;;;
7005;Lung_Opacity-3390;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3390.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3390.png;;;;
7030;Lung_Opacity-3415;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3415.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3415.png;;;;
7054;Lung_Opacity-3439;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3439.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3439.png;;;;
7095;Lung_Opacity-3480;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3480.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3480.png;;;;
7231;Lung_Opacity-3616;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3616.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3616.png;;;;
7271;Lung_Opacity-3656;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3656.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3656.png;;;;
7275;Lung_Opacity-3660;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3660.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3660.png;;;;
7284;Lung_Opacity-3669;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3669.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3669.png;;;;
7308;Lung_Opacity-3693;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3693.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3693.png;;;;
7328;Lung_Opacity-3713;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3713.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3713.png;;;;
7375;Lung_Opacity-3760;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3760.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3760.png;;;;
7421;Lung_Opacity-3806;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3806.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3806.png;;;;
7444;Lung_Opacity-3829;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3829.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3829.png;;;;
7476;Lung_Opacity-3861;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3861.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3861.png;;;;
7499;Lung_Opacity-3884;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3884.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3884.png;;;;
7533;Lung_Opacity-3918;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Lung_Opacity;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Lung_Opacity\Lung_Opacity-3918.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Lung_Opacity-3918.png;;;;
